,Score Compound,Score Negative,Score Neutral,Score Positive,Sentence
8631,0.3182,0.055,0.852,0.094,and so ive left out the story of the syrian man i met in berlin who floated with a child for seven hours then found himself cleaning a slave ship or the jailed scholars or activists who are hit with public fatwas  even your everyday trumpian admits that those guys deserve rescue
8632,-0.0258,0.132,0.778,0.089,though the truth of these stories struck me hard i know that i a writer was peeking in different corners than the authorities
8633,0.0,0.0,1.0,0.0,in the meantime where is the lie
8634,0.0,0.0,1.0,0.0,one day he would have a chain of shops
8635,0.0,0.0,1.0,0.0,a guard entered whispered to the sepâh about drug trafficking
8636,-0.4588,0.188,0.812,0.0,youve been drinking and you attacked basiji officers in the street said the guard
8637,0.0,0.0,1.0,0.0,hes a drug dealer
8638,0.7096,0.0,0.0,1.0,good luck
8639,0.2732,0.0,0.896,0.104, in the turkish village he was driven to a mud hut and taken for twice the agreed fee
8640,0.0,0.0,1.0,0.0,the journey was more treacherous than expected
8641,-0.1862,0.09,0.811,0.099, he recalled no hardship that hadnt been explained before the trip but single young men from iran rarely stir up sympathy  economic migrants exploiters opportunists
8642,0.0,0.0,1.0,0.0,he sat in the hut for four days awaiting the next step though this one was already disappearing into the dark patches the spoiled battered parts of his brain
8643,0.0,0.0,1.0,0.0,darius ran into the woods where turkish officers picked him up and took him to jail
8644,-0.4939,0.242,0.758,0.0,he wasted away in a turkish jail cell for two months
8645,-0.3182,0.277,0.723,0.0,this is where the hardship really starts
8646,0.0,0.0,1.0,0.0, were in europe said darius to the dark
8647,-0.5994,0.17,0.83,0.0,the itch in my brain arrived as war was leaking into our everyday  sirens rations adults huddled around radios
8648,0.4215,0.0,0.896,0.104,it wasnt the side effect of this blistering morning at the abu dhabi united nations office or that aimless month in an italian resettlement camp
8649,0.0,0.0,1.0,0.0,even in ardestoon my fathers village where i tiptoed with my cousins along a riverbank picked green plums in leafy orchards and hiked in mountains the itch endured
8650,0.0,0.0,1.0,0.0,it made me colour inside the lines
8651,0.5423,0.118,0.648,0.234,at school my scarf was lopsided and my handwriting a disaster but my math was perfect
8652,0.3182,0.0,0.913,0.087,the minute you turned your headscarf inside out to cool your damp neck they appeared swaddling your bare skin again with their own hot breath
8653,0.0516,0.0,0.915,0.085,they taped weekly class rankings to the grey cement wall outside the classroom window
8654,0.0,0.0,1.0,0.0,every week twenty girls rushed that wall
8655,-0.6474,0.129,0.871,0.0,but that meant facing the rankings and if you turned another way you had the nightmarish khomeini mural and on the fourth wall the enormous bloody martyr fist and rose
8656,-0.1655,0.07,0.885,0.044,she had fallen three sentences behind in the dictée and given up not just on the test but on the whole business of civilisation
8657,-0.5574,0.14,0.806,0.055,what a quick uncomplicated solution to go feral to sit there leaking waiting to be dragged out by a murder of islamic republic schoolteachers listening for the snap and swish of the principals chador down the hall
8658,0.0,0.0,1.0,0.0,at days end i took the short way home down alleyways lined with drainage gutters where live fish travelled the old city
8659,0.3612,0.0,0.923,0.077,i lifted the lid of my desk and slipped the book inside next to my pencils and the tamarind packet i had squeezed from a corner and rolled shut like toothpaste
8660,-0.0516,0.174,0.599,0.228,baba may have remained respected and generous and muslim but that wasnt enough to protect me from abuse when i declared myself mamans ally
8661,0.0,0.0,1.0,0.0,they would pull me aside to a bench between the toilet cave and the nightmarish khomeini mural and they would ask this again and again
8662,-0.7579,0.265,0.735,0.0,we endured random arrests executions morality police roving the streets for sinful women gashteershad or guidance patrol they called it
8663,-0.7906,0.202,0.734,0.063,later in life far from isfahan i would meet kindhearted muslims and learn that i had been shown half a picture that all villainy starts on native soil where rotten people can safely be rotten where government exists for their protection
8664,0.7579,0.0,0.683,0.317,a guard picked up babaeejoon a beloved stuffed sheep and turned him over in his hand
8665,-0.7959,0.47,0.53,0.0,they have to check so bad people dont smuggle things
8666,-0.5859,0.199,0.714,0.086, though babaeejoon had been my gift after tonsil surgery his death became my brothers trauma because at the time of his disembowelment babaeejoon was khosrous sheep
8667,0.8555,0.0,0.543,0.457,she told me about jesus and love and freedom and i believed
8668,0.0,0.0,1.0,0.0,every night i heard baba shouting through the wall
8669,0.0772,0.325,0.397,0.278,trapped in the islamic republic she craved rebellion freedom
8670,0.6435,0.0,0.712,0.288,we bought bananas and wandered the city without fear of bomb sirens or morality police
8671,0.2023,0.0,0.909,0.091,i felt my breath changing and climbing to the top of my throat where it grew quick and shallow
8672,0.0,0.0,1.0,0.0,maybe i would have collected enough english words by then to keep that gang of blond boys from tormenting me every day from punching me in the stomach from grabbing my ponytail at lunch
8673,0.0,0.0,1.0,0.0,where are your hammams
8674,0.0,0.0,1.0,0.0,why do you bathe next to the toilet
8675,0.0,0.0,1.0,0.0,on a toilet
8676,-0.5574,0.217,0.783,0.0,now we were converts in the islamic republic illegal christians in an underground church
8677,-0.5719,0.14,0.769,0.09,the idyllic village life of my father on fridays sitting in my sweet grandmothers lap kissing her henna hair listening to her reedy voice eating her plum chicken or barberry rice then travelling back to the city to another phase of saddam husseins war of the cities a series of missiles that killed thousands in 1987 alone that waited at our doorstep
8678,0.0,0.0,1.0,0.0,we taped our windows and ran to basements where we chatted in the dark with our neighbours
8679,-0.5574,0.096,0.904,0.0,she broadcast her story over an illegal christian radio station tucked tracts into womens chadors under the nose of the morality police and did everything a person could do to draw attention to her apostasy
8680,-0.4215,0.359,0.641,0.0,maybe she feels guilty baba thought
8681,-0.8885,0.304,0.696,0.0,when i tried to opt out of weekly islam classes they held me in the schoolyard and told me that maman would be jailed beaten maybe killed
8682,-0.5994,0.661,0.339,0.0,death to america
8683,-0.5994,0.661,0.339,0.0,death to israel
8684,0.0,0.0,1.0,0.0,then baba stormed through the metal gate striding in his western shirt and tie past the khomeini mural
8685,0.0,0.0,1.0,0.0,where did you go to university
8686,0.0,0.0,1.0,0.0, i noted that the last question was germane to the proceedings
8687,-0.1531,0.127,0.873,0.0,that it affected her credibility her allotment of power against my father
8688,0.0,0.0,1.0,0.0,that night we walked along the thirtythree arches and baba took us to hotel koorosh my favourite restaurant where baba and other local doctors had a membership
8689,-0.4767,0.342,0.411,0.247,in war villainy and good change hands all the time like a football
8690,-0.34,0.107,0.893,0.0,he shouted a few more times gave maman a warning and returned to the other officers watching us from their car
8691,-0.4588,0.13,0.87,0.0,i wonder if she imagined herself in a country where men are punished for such things where women can defend themselves
8692,0.4588,0.0,0.7,0.3,where did you get that sweet nurses costume
8693,0.0,0.0,1.0,0.0, she meant my photo hanging across an entire wall of babas waiting room my finger to my lips
8694,0.4404,0.0,0.868,0.132,a good scrub would cost her another twenty and all her power returning her by morning to old ms yadolai
8695,-0.5106,0.117,0.883,0.0,i now know that i was searching for feminism and along the way i shed every doctrine and institution that failed to live up to it
8696,-0.802,0.577,0.423,0.0,only apostates and pied pipers risked arrest and death
8697,-0.7351,0.292,0.708,0.0,news of pastors even armenian ones being shot or disappearing into the notorious evin prison wasnt rare
8698,-0.9081,0.655,0.345,0.0,political prisoners were routinely tortured and killed in evin
8699,0.4404,0.0,0.912,0.088,once we slipped past the front gate headscarves came off and we sang songs and planned christmas celebrations and heard funny sermons from our portly heavily bearded assyrian pastor brother yusuf
8700,-0.875,0.345,0.655,0.0,sometime in 1987 while the war raged on sirens shrieked and the days thrummed endlessly with news of executions maman was arrested
8701,-0.34,0.138,0.862,0.0,she had been given a choice spy against the underground church or face arrest and execution
8702,-0.743,0.441,0.559,0.0,maman was arrested again her office ransacked her records stolen
8703,0.0,0.0,1.0,0.0,as the gaze of the morality police grew hotter and more unbearable she leaned heavier on the church and on brother yusuf
8704,-0.296,0.104,0.896,0.0,one afternoon a car screeched to a stop behind the high wall separating the street from brother yusufs front gate
8705,-0.2023,0.318,0.682,0.0,a hard knock shook the metal gate outside
8706,0.3818,0.0,0.435,0.565,ill protect you
8707,0.0,0.0,1.0,0.0, brother yusuf had hardly opened the gate before baba rushed in and grabbed him by the throat
8708,0.0,0.0,1.0,0.0,maybe he had been smoking or had a visit from the moral police
8709,0.25,0.219,0.449,0.331,the war made everything seem like the last of its kind
8710,0.0,0.0,0.0,0.0,
8711,0.0,0.0,1.0,0.0, she rolled her eyes capped her pen and sat back
8712,-0.8316,0.281,0.662,0.056,was there any way to escape hell if i led a schoolyard full of girls in chanting death to israel gods own people
8713,-0.34,0.07,0.93,0.0,i separated from my body with each step and by the time i passed through the school gate crossed the blacktop and climbed the podium i was numb and limp hovering outside myself
8714,-0.7964,0.119,0.855,0.026,it took months to escape the nausea of that morning and even then i was marked long after the islamic republic the war and the refugee years had receded and i had become an ordinary american i would still be someone who once stood on a podium in an isfahani schoolyard and shouted death to america into a bullhorn
