,Key,Line
7843,sentences,"words that i had never paid attention to now made frequent appearances in my notes, alongside phrases like “income inequality” and “upward mobility.” after the fashion of my student days, i pasted a few sentences on a piece of paper and wrote underneath, in red ink, “the american dream?” later, i added: “the way we view fiction is a reflection of how we define ourselves as a nation."
7844,state,"works of the imagination are canaries in the coal mine, the measure by which we can evaluate the health of the rest of society.”  and yet i was not unaware that the current state of affairs was partly due to the fact that many of our dreams had been fulfilled."
7845,criminal,"he had experienced their deprivation in concrete terms and had been forced to read books, listen to music, dance and hold hands with his girlfriend in secret, like a criminal, and like a criminal he had been punished—over here we can safely say tortured—when his transgression was discovered."
7846,freedom,"for him, as for millions of others who have lost a country and a life coming to this land in search of the fugitive freedom they were denied back home, imagination and ideas are not accessories; they are essential to the preservation of identity, to what makes us human beings with a right to life, liberty and the pursuit of happiness."
7847,taken,"and so while all of these future or would-be citizens will celebrate the generosity of america, its gift of choice and freedom, they are often more anxious than those born here about the potential of squandering what is now so frequently taken for granted."
7848,state,"in countries such as iran, imagination is threatened by a regime that desires total control over the lives of its citizens, for whom resistance against the state is not just a political act but an existential one."
7849,where,"but what of democracies, where that naked tyranny does not exist?"
7850,repression,"in a totalitarian country, brutality and repression are present in their most blatant forms: torture, arbitrary laws, executions."
7851,state,"ironically, within such societies, the value of imagination, its threat to the existence of the state as well as its importance to the lives of citizens, is quite obvious— which is one reason why people in repressive societies tend to take great risks to read banned books, watch banned films and listen to banned music."
7852,power,"regardless of their ideological inclinations, autocracies like those wreaking havoc in iran, china, zimbabwe, saudi arabia and north korea are afraid, and justifiably so, of the aftermath of literacy—namely, knowledge, the bite of the forbidden fruit, with its promise of a different kind of power and freedom."
7853,murder,that is why the taliban destroys schools and wishes to murder young teenage girls like malala who are brave enough to publicly articulate their passionate desire for education and freedom.
7854,state,"in a democracy, the arts tend not to threaten the state or to exert such a sense of urgency."
7855,state,"you can be seduced into a paralysis of consciousness, a state of intellectual indolence."
7856,power,"fiction is an antidote, a reminder of the power of individual choice."
7857,state,"every novel has at its core a choice by at least one of its protagonists, reminding the reader that she can choose to be her own person, to go against what her parents or society or the state tell her to do and follow the faint but essential beat of her own heart."
