,Key,Line
11188,taken,"they fulfilled his own dreams of learning a trade that could not be taken away, an accomplishment that neither i nor my siblings would ever match."
11189,term,"at the end of one spring term, they arrived from tehran with special gifts for us: a box of pastel-color toothbrushes, and tubes of what i then learned to be toothpaste."
11190,hanged,"no one said, “smile!” a few months later, as i was passing by the photographer’s studio, i saw my picture blown up to a poster size, hanged from a metal frame over the sidewalk for everyone to see."
11191,where,"there i was with my hair severely pulled back, zigzag bangs, where my aunt’s scissors had slipped, and a very serious look."
11192,institution,"although it was a public school, the principal feared that its proximity to the mahaleh would entice too many jews; and, if accepted, they would tarnish its image as an elite institution."
11193,inside,he put a piece of cloth on the tip of a toothpick and scraped the wax from inside his ears.
11194,where,"while destroying the jewish houses to make room for the modern road, the engineers faced the nightmare of filling the sinking holes where the wells had existed for hundreds of years."
11195,roads,"the new street, one of the very first paved roads in shiraz, was jammed not only with cars and taxis but also with mules carrying food and spices and pedestrians trying to avoid bumping into each other."
11196,where,"“we are closer to mehr-ayeen, and this is where i want her to study.” the principal stopped by the doorway, sighed again, and shook his head."
11197,ordered,"not being able to tell me of his fears (no one ever discussed such matters with children), he dragged me back to the main shop and ordered me to sit up straight, with my hands folded on my lap."
11198,charge,"according to the islamic laws reinstated by khomeini, her father-in-law was in charge of the inheritance and the children’s welfare."
11199,law,her father-in-law was a compassionate man who turned over the money to her and helped her and the children leave the country for the united states.
11200,death,"she is probably worried to death!” they rode on top of the double-decker, singing from the top of their lungs."
11201,locked,i laid the food and clothing a few steps away from him and hastily locked the door behind him.
11202,thief,"i was revolted by the sight of the thief, as i used to  call him, for who would want a perfectly beautiful day to smell of rotting live flesh?"
11203,murder,"i hid in a hot closet, pale and shaking well after he was gone, fearing that he would one day murder me."
11204,guilt,"as i recounted the event to them, i realized that the horror and the guilt that had brewed inside me for so many years had blinded me to the reason that a sightless man could have seen me so well."
